locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
934613,May Catering,Truck,10659000,POTRERO AVE: ALAMEDA ST to 15TH ST (100 - 199),100 POTRERO AVE,3920001,3920,001,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010116.912,2107759.235,37.7680758859527,-122.408289595287,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:2PM-3PM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7680758859527, -122.408289595287)"
934801,Natan's Catering,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,004,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010061.632,2107930.589,37.7685432890242,-122.408492892439,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7685432890242, -122.408492892439)"
944294,Linda's Catering,Truck,358000,07TH AVE: LINCOLN WAY to HUGO ST (1200 - 1246),1219 07TH AVE,1743003,1743,003,17MFF-0129,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,5993824.943,2107157.162,37.7654969876192,-122.464597619571,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0129&ExportPDF=1&Filename=17MFF-0129_schedule.pdf,Sa-Su:9AM-5PM,,03/01/2017 12:00:00 AM,2017-03-01,1,07/15/2018 12:00:00 AM,"(37.7654969876192, -122.464597619571)"
934511,Mike's Catering,Truck,15024000,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),Assessors Block 8720/Lot009,8720009,8720,009,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6016084.593,2109122.779,37.7721522432444,-122.387742984116,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo/Mo/Mo/Mo/Mo:7AM-8AM/9AM-11AM;Su/Su/Su/Su/Su:9AM-2PM;Sa/Sa/Sa/Sa/Sa:9AM-3PM;Mo/Mo/Mo/Mo/Mo:11AM-1,,03/10/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7721522432444, -122.387742984116)"
944367,"Off the Grid Services, LLC",Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,015,17MFF-0131,APPROVED,Everything,6014566.387,2112472.164,37.7812646860228,-122.393229041538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0131&ExportPDF=1&Filename=17MFF-0131_schedule.pdf,Tu/Th:8AM-3PM,,03/02/2017 12:00:00 AM,2017-03-02,0,07/15/2018 12:00:00 AM,"(37.7812646860228, -122.393229041538)"
934377,Two G's Catering,Truck,3295000,BRYANT ST: KATE ST to DECATUR ST (940 - 983),950 BRYANT ST,3758127,3758,127,17MFF-0073,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6010831.642,2109760.53,37.773610979516,-122.405958407112,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0073&ExportPDF=1&Filename=17MFF-0073_schedule.pdf,Mo-Fr:8AM-9AM,,04/17/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.773610979516, -122.405958407112)"
946474,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,6109000,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),251 GEARY ST,0314014,0314,014,17MFF-0146,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010516.291,2114707.404,37.7871762917416,-122.407398075958,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0146&ExportPDF=1&Filename=17MFF-0146_schedule.pdf,Mo-Su:6AM-12AM,,03/14/2017 12:00:00 AM,2017-03-10,1,07/15/2018 12:00:00 AM,"(37.7871762917416, -122.407398075958)"
934551,"Casey's Pizza, LLC",Truck,5442000,FELL ST: GOUGH ST to OCTAVIA ST (300 - 399),368 FELL ST,0817032,0817,032,17MFF-0104,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6005654.042,2110754.304,37.7760487080922,-122.423939211172,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,Su:12PM-8PM;Fr:3PM-8PM;Sa:4PM-8PM,,08/29/2017 12:00:00 AM,2017-02-13,0,07/15/2018 12:00:00 AM,"(37.7760487080922, -122.423939211172)"
934818,Natan's Catering,Truck,8694000,MARIN ST: END to MICHIGAN ST (800 - 899),888 MARIN ST,4358007,4358,007,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016687.302,2100845.634,37.749458329027,-122.385081339678,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.749458329027, -122.385081339678)"
1007163,"Bay Area Dots, LLC",Push Cart,2846000,BEACH ST: HYDE ST to LARKIN ST (700 - 799),900 BEACH ST,0405007,0405,007,17MFF-0189,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee:cold beverages: pastries: bakery goods: cookies: icecream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6005830.41439,2122293.82162,37.8077432884455,-122.42414994487,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0189&ExportPDF=1&Filename=17MFF-0189_schedule.pdf,Mo-Su:6AM-12AM,,08/14/2017 12:00:00 AM,2017-08-09,1,07/15/2018 12:00:00 AM,"(37.8077432884455, -122.42414994487)"
934618,May Catering,Truck,9086000,MISSION ST: BEALE ST to FREMONT ST (300 - 399),350 MISSION ST,3710017,3710,017,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6013638.57,2115994.808,37.7908854635019,-122.396685875811,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:6PM-7PM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7908854635019, -122.396685875811)"
1036073,CARDONA'S FOOD TRUCK,Truck,9114000,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1800 MISSION ST,3547001,3547,001,17MFF-0195,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,6006564.549,2107737.695,37.7678171814141,-122.420575335142,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0195&ExportPDF=1&Filename=17MFF-0195_schedule.pdf,Tu/We/Th:8AM-5PM,,12/29/2017 12:00:00 AM,2017-10-26,0,07/15/2018 12:00:00 AM,"(37.7678171814141, -122.420575335142)"
934630,May Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1059 EVANS AVE,4603A005,4603A,005,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6018579.482,2096114.542,37.7365721824187,-122.378209667202,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:10AM-11AM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7365721824187, -122.378209667202)"
934615,May Catering,Truck,517000,BRYANT ST: 11TH ST \ 13TH ST \ DIVISION ST to DIVISION ST (1300 - 1319),1300 BRYANT ST,3903004,3903,004,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009188.668,2108146.472,37.7690871267671,-122.411527667132,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:3PM-4PM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7690871267671, -122.411527667132)"
934623,May Catering,Truck,12775000,ULLOA ST: WOODSIDE AVE to SYDNEY WAY (1 - 56),2 ULLOA ST,2914001,2914,001,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,5996669.215,2099864.483,37.7456366838808,-122.454233188657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Su:9AM-10AM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7456366838808, -122.454233188657)"
934598,May Catering,Truck,1520000,26TH ST: SHOTWELL ST to VIRGIL ST (3251 - 3273),3251 26TH ST,6572001,6572,001,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008228.38,2100763.823,37.7487621514792,-122.414326828755,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:11AM-12PM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7487621514792, -122.414326828755)"
1037696,Munch A Bunch,Truck,9114000,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1850 MISSION ST,3547002,3547,002,17MFF-0197,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6006589.563,2107566.187,37.7673476707041,-122.420476639081,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,Sa-Su:8AM-4PM,,11/21/2017 12:00:00 AM,2017-11-16,1,07/15/2018 12:00:00 AM,"(37.7673476707041, -122.420476639081)"
934329,Roadside Rotisserie Corporation / Country Grill,Truck,5874000,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,0140007,0140,007,17MFF-0065,APPROVED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,6012853.387,2119060.762,37.7992601135023,-122.399617948655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0065&ExportPDF=1&Filename=17MFF-0065_schedule.pdf,Mo/We/Fr:10AM-2PM,,03/13/2017 12:00:00 AM,2017-02-13,0,07/15/2018 12:00:00 AM,"(37.7992601135023, -122.399617948655)"
934505,Mike's Catering,Truck,9059000,MINNESOTA ST: 24TH ST to 25TH ST (1300 - 1399),1310 MINNESOTA ST,4228129,4228,129,17MFF-0092,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6015276.93755,2102418.83829,37.7536998999438,-122.390068346908,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0092&ExportPDF=1&Filename=17MFF-0092_schedule.pdf,Mo-Fr:10AM-11AM/1PM-2PM,,03/10/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7536998999438, -122.390068346908)"
934594,May Catering,Truck,13768000,YORK ST: 19TH ST to 20TH ST (700 - 799),720 YORK ST,4080018,4080,018,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009791.69356,2104761.23213,37.7598258374358,-122.409202915083,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:10AM-11AM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7598258374358, -122.409202915083)"
934802,Natan's Catering,Truck,0,,Assessors Block 5369/Lot003,5369003,5369,003,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011013.658,2096830.358,37.7381177715919,-122.404418467212,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7381177715919, -122.404418467212)"
934605,May Catering,Truck,718000,16TH ST: FLORIDA ST to ALABAMA ST (2500 - 2599),2500 16TH ST,3927004,3927,004,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009037.016,2106959.859,37.7658204544832,-122.411968357912,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:12PM-1PM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7658204544832, -122.411968357912)"
934629,May Catering,Truck,8234000,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1075 LE CONTE AVE,5476009,5476,009,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012695.887,2089756.429,37.7187880790201,-122.39810598775,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:10AM-11AM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7187880790201, -122.39810598775)"
934375,Two G's Catering,Truck,3294000,BRYANT ST: LANGTON ST to KATE ST (920 - 977),945 BRYANT ST,3780079,3780,079,17MFF-0073,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6011062.611,2109567.575,37.7730940844723,-122.405145856485,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0073&ExportPDF=1&Filename=17MFF-0073_schedule.pdf,Mo-Fr:8AM-9AM,,04/17/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7730940844723, -122.405145856485)"
934604,May Catering,Truck,9503000,NAPOLEON ST: SELBY ST to EVANS AVE \ TOLAND ST (1 - 98),Assessors Block 4347a/Lot004,4347a004,4347a,004,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6013931.07958,2100313.06289,37.7478431533724,-122.394575214957,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7478431533724, -122.394575214957)"
934810,Natan's Catering,Truck,9212000,MISSOURI ST: 20TH ST to SIERRA ST (500 - 630),555 MISSOURI ST,4101031,4101,031,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013632.016,2104493.013,37.7593037663834,-122.395902231236,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7593037663834, -122.395902231236)"
934588,May Catering,Truck,2478101,CESAR CHAVEZ ST: KANSAS ST to BAY SHORE BLVD \ VERMONT ST (2501 - 2625) -- SOUTH --,2501 CESAR CHAVEZ ST,4339001,4339,001,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6011674.927,2100772.595,37.7489792411554,-122.402409234561,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7489792411554, -122.402409234561)"
949529,Eva's Catering,Truck,7236000,INGALLS ST: CARROLL AVE to DONNER AVE (2600 - 2699),2600 INGALLS ST,4882001,4882,001,17MFF-0161,APPROVED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,6015050.344,2091107.684,37.7226292175983,-122.390061846327,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0161&ExportPDF=1&Filename=17MFF-0161_schedule.pdf,Mo/We/Fr:10AM-2PM,,03/22/2017 12:00:00 AM,2017-03-15,0,07/15/2018 12:00:00 AM,"(37.7226292175983, -122.390061846327)"
934800,Natan's Catering,Truck,0,,Assessors Block 4227/Lot012,4227012,4227,012,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014953.292,2102226.967,37.7531551067155,-122.391174184456,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7531551067155, -122.391174184456)"
934719,"Santana ESG, Inc.",Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,0289003,0289,003,17MFF-0122,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,6012406.465,2115874.016,37.790485146128,-122.40094044069,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0122&ExportPDF=1&Filename=17MFF-0122_schedule.pdf,Mo-Fr:11AM-3PM,,03/21/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.790485146128, -122.40094044069)"
955688,Tacos El Flaco,Truck,194101,03RD ST: 25TH ST to 26TH ST (2901 - 2999) -- EAST --,2901 03RD ST,4296010,4296,010,17MFF-0172,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages,6016154.266,2101929.534,37.7524049924783,-122.387000196298,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0172&ExportPDF=1&Filename=17MFF-0172_schedule.pdf,Mo/Tu/We/Th/Fr:7AM-6PM,,03/23/2017 12:00:00 AM,2017-03-23,0,07/15/2018 12:00:00 AM,"(37.7524049924783, -122.387000196298)"
934583,May Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),600 ILLINOIS ST,3994011,3994,011,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015910.503,2106215.604,37.7641601282203,-122.388142262128,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:9AM-10AM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7641601282203, -122.388142262128)"
934809,Natan's Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),Assessors Block 3941/Lot001,3941001,3941,001,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016208.818,2106421.254,37.764741322675,-122.387124812179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.764741322675, -122.387124812179)"
934384,Two G's Catering,Truck,416000,08TH ST: BRYANT ST to BRANNAN ST (500 - 599),599 08TH ST,3780007A,3780,007A,17MFF-0073,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6010905.634,2109124.318,37.7718682257671,-122.405657636251,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0073&ExportPDF=1&Filename=17MFF-0073_schedule.pdf,Mo-Fr:12PM-2PM,,04/17/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7718682257671, -122.405657636251)"
949952,"Santana ESG, Inc.",Truck,6754000,HARRISON ST: 21ST ST to 22ND ST (2500 - 2599),2598 HARRISON ST,3613009,3613,009,17MFF-0164,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0164&ExportPDF=1&Filename=17MFF-0164_schedule.pdf,Mo-Su:9AM-10PM,,03/21/2017 12:00:00 AM,2017-03-16,1,07/15/2018 12:00:00 AM,"(0, 0)"
934387,Two G's Catering,Truck,12532003,TERRY A FRANCOIS BLVD: MISSION BAY BLVD to MISSION BAY BLVD (0 - 0),Assessors Block 8720/Lot008,8720008,8720,008,17MFF-0073,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6016311.862,2108756.11,37.7711580369615,-122.386931257562,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0073&ExportPDF=1&Filename=17MFF-0073_schedule.pdf,Mo-Su:10AM-11AM,,04/17/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7711580369615, -122.386931257562)"
934823,Natan's Catering,Truck,4345000,CONNECTICUT ST: 17TH ST to MARIPOSA ST (100 - 199),146 CONNECTICUT ST,3983037,3983,037,17MFF-0123,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013067.343,2106377.709,37.7644472955619,-122.397987371508,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0123&ExportPDF=1&Filename=17MFF-0123_schedule.pdf,,,04/07/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(37.7644472955619, -122.397987371508)"
949451,Roadside Rotisserie Corporation / Country Grill,Truck,9301000,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),451 MONTGOMERY ST,0240001,0240,001,17MFF-0158,APPROVED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,6011767.937,2117013.017,37.7935769332618,-122.403229876701,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0158&ExportPDF=1&Filename=17MFF-0158_schedule.pdf,Mo/We/Fr:9AM-3PM,,03/15/2017 12:00:00 AM,2017-03-15,0,07/15/2018 12:00:00 AM,"(37.7935769332618, -122.403229876701)"
934602,May Catering,Truck,6747000,HARRISON ST: MARIPOSA ST to 18TH ST (2150 - 2198),2150 HARRISON ST,3573025,3573,025,17MFF-0110,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:12PM-1PM,,12/28/2017 12:00:00 AM,2017-02-13,1,07/15/2018 12:00:00 AM,"(0, 0)"
944290,Linda's Catering,Truck,3285000,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),617 BRYANT ST,3777055,3777,055,17MFF-0129,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6013083.726,2111696.027,37.7790511115731,-122.398303881334,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0129&ExportPDF=1&Filename=17MFF-0129_schedule.pdf,Mo/Tu/Th/Fr:8AM-9AM/10AM-11AM,,03/01/2017 12:00:00 AM,2017-03-01,1,07/15/2018 12:00:00 AM,"(37.7790511115731, -122.398303881334)"
947730,Roadside Rotisserie Corporation / Country Grill,Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,0311015,0311,015,17MFF-0151,APPROVED,Rotisserie chicken: pork loin: ribs: chicken salad wrap: potatoes: roasted seasonal vegetables kale salad: beverages.,6011921.732,2115262.393,37.788778723378,-122.402574568411,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0151&ExportPDF=1&Filename=17MFF-0151_schedule.pdf,Tu/Th/Fr:6PM-8PM,,03/13/2017 12:00:00 AM,2017-03-13,0,07/15/2018 12:00:00 AM,"(37.788778723378, -122.402574568411)"
